DEPTH,SP,GR,CALI,BitSize,LL8,ILM,ILD,RHOB,NPHI,DT,PHIX,RHOMAT,MBVI,MPHI,DEPT,vshgr,vshnd,vshsp,vshnmphi,vsh,PHISw,PHISwshc,PHISrhg,PHISrhgshc,PHID,PHIDshc,PHIN,PHINshc,PHIxND,PHIT,CBWa,CBW,PHIE,Swb,Qv,Mstarapp,Sw_archie,BVW,Sw_dw,CBVWE,Sw_ws,WSCBVWE,matrix
4505.0,-17.875,94.91799999999999,10.244000000000002,10,0.541,0.523,0.512,2.201,0.45518000000000003,40,0.36847909999999995,2.84341,0.17110999999999998,0.18348,4505.0,0.6655733333333332,0.5386541218637994,0.6425,0.8490625000000002,0.8490625000000002,-0.1169811320754717,0.0,-0.2421875,0.0,0.28967741935483865,0.28967741935483865,0.45518000000000003,0.18347999999999998,0.2365787096774193,0.37242870967741937,0.18894870967741936,0.18254843750000002,0.18988027217741935,0.49015672733209825,1.8002849791007864,3.367715437834529,0.5888257714475316,0.21929562228501523,0.7761888179807359,0.10652656244660677,0.820465376784038,0.12301642411067695,0.6275712903225806
4505.5,-19.0938,96.4283,10.4052,10,0.506,0.5178,0.5057,2.2013,0.429213,40,0.3650379,2.834434,0.16756,0.17976,4505.5,0.6857106666666666,0.46708270609318964,0.618124,0.779540625,0.779540625,-0.1169811320754717,0.0,-0.2421875,0.0,0.28948387096774203,0.28948387096774203,0.429213,0.17976,0.234621935483871,0.359348435483871,0.17958843548387102,0.167601234375,0.19174720110887103,0.4664031280651634,1.7130409496398409,3.2194792709988493,0.6118570493315939,0.21986987341708597,0.7980261032159954,0.11916819729095815,0.8375279868379235,0.13336313736916397,0.640651564516129
4506.0,-19.563,95.225,10.300999999999998,10,0.47100000000000003,0.512,0.504,2.2030000000000003,0.42318,40,0.3650191,2.8370599999999997,0.16752,0.17882,4506.0,0.6696666666666666,0.4534928315412192,0.6087400000000001,0.763625,0.763625,-0.1169811320754717,0.0,-0.2421875,0.0,0.28838709677419333,0.28838709677419333,0.42318,0.17882,0.23360354838709668,0.3557835483870967,0.1769635483870967,0.164179375,0.1916041733870967,0.46145859116951327,1.6948802777455685,3.181304907672311,0.6184122490032298,0.22002090431641388,0.805693471730302,0.12247310728452585,0.8441165002148995,0.13614338869855444,0.6442164516129033
4506.5,-19.1358,100.8832,10.2998,10,0.462,0.5042,0.5012,2.187,0.430317,40,0.3726412,2.832661,0.1685,0.17895,4506.5,0.7451093333333334,0.4434970430107524,0.617284,0.785521875,0.785521875,-0.1169811320754717,0.0,-0.2421875,0.0,0.29870967741935495,0.29870967741935495,0.430317,0.17895,0.23882983870967747,0.3645133387096775,0.1855633387096775,0.168887203125,0.1956261355846775,0.4633224225012872,1.7017258994887066,3.2536893557771753,0.6067545105917839,0.22117011243296752,0.7924111461923343,0.11995722940433012,0.8242673708891197,0.1315692482272411,0.6354866612903225
4507.0,-20.125,96.094,10.299000000000001,10,0.467,0.5,0.49700000000000005,2.182,0.44325,40,0.3705961,2.8190869999999997,0.16782,0.178215,4507.0,0.6812533333333333,0.4701030465949818,0.5975,0.8282343749999999,0.8282343749999999,-0.1169811320754717,0.0,-0.2421875,0.0,0.30193548387096775,0.30193548387096775,0.44325,0.178215,0.24007524193548388,0.37259274193548386,0.19437774193548385,0.17807039062499996,0.1945223513104839,0.47792232800883083,1.755349544979781,3.329270789510138,0.5974086154325494,0.2225901140798946,0.7841783858960635,0.11410878434255628,0.8230393771176141,0.1285881076161246,0.6274072580645161
4507.5,-18.7813,91.67299999999999,10.3053,10,0.4737,0.4968,0.4922,2.1815,0.453658,40,0.3707043,2.818588,0.16714,0.17748,4507.5,0.6223066666666665,0.4980822580645165,0.624374,0.8630562500000001,0.8630562500000001,-0.1169811320754717,0.0,-0.2421875,0.0,0.30225806451612885,0.30225806451612885,0.453658,0.17747999999999997,0.2398690322580644,0.37795803225806446,0.20047803225806446,0.18555709375,0.19240093850806445,0.4909462900984314,1.803184945395289,3.378831195131601,0.5926395096414465,0.22399286290246534,0.7811944760639886,0.10970163323401477,0.8287573822077117,0.12767841564857135,0.6220419677419355
4508.0,-18.938,89.45299999999999,10.337,10,0.48200000000000004,0.496,0.488,2.189,0.46465,40,0.3695228,2.8272630000000003,0.16576,0.17645999999999998,4508.0,0.5927066666666665,0.5425940860215056,0.62124,0.9005937500000002,0.9005937500000002,-0.1169811320754717,0.0,-0.2421875,0.0,0.2974193548387096,0.2974193548387096,0.46465,0.17645999999999995,0.2369396774193548,0.3810346774193548,0.20457467741935484,0.19362765625000003,0.1874070211693548,0.5081628201437937,1.8664191288810605,3.412320243673837,0.5908573802561194,0.22513715128673553,0.7825713001961738,0.10455914667789415,0.8459506808455463,0.12870888853866627,0.6189653225806452
4508.5,-18.7813,95.0297,10.3795,10,0.4902,0.4935,0.4833,2.198,0.487217,40,0.3683407,2.838279,0.16630999999999999,0.17732,4508.5,0.6670626666666667,0.6220543906810035,0.624374,0.9684281249999999,0.9684281249999999,-0.1169811320754717,0.0,-0.2421875,0.0,0.29161290322580646,0.29161290322580646,0.487217,0.17732000000000003,0.23446645161290325,0.38941495161290324,0.21209495161290323,0.20821204687499997,0.18120290473790326,0.5346791282990401,1.9638102460711229,3.5024302274203265,0.582211620998387,0.22672191021955682,0.778088849798226,0.09478738491971575,0.8605559488830913,0.12690130631950505,0.6105850483870968
4509.0,-18.313,96.87799999999999,10.437000000000001,10,0.491,0.491,0.48,2.2030000000000003,0.49535,40,0.3680413,2.845367,0.17127,0.18206,4509.0,0.6917066666666665,0.6539650537634415,0.63374,0.97903125,0.97903125,-0.1169811320754717,0.0,-0.2421875,0.0,0.28838709677419333,0.28838709677419333,0.49535,0.18206,0.23522354838709666,0.39186854838709667,0.20980854838709667,0.21049171875,0.18137682963709667,0.5371487954733012,1.9728810278624909,3.5206069876258064,0.5809164053835846,0.22764286851191548,0.7773792618400569,0.09413876413349581,0.8605724475342672,0.1267395570471842,0.6081314516129034
4509.5,-19.8333,96.78,10.3837,10,0.4768,0.486,0.4775,2.1912,0.505135,40,0.36852729999999995,2.828024,0.17704,0.18742999999999999,4509.5,0.6904,0.6591527777777775,0.6033339999999999,0.9928281250000001,0.9928281250000001,-0.1169811320754717,0.0,-0.2421875,0.0,0.2960000000000001,0.2960000000000001,0.505135,0.18742999999999999,0.24171500000000004,0.4005675000000001,0.2131375000000001,0.213458046875,0.18710945312500007,0.5328890808041091,1.9572356232264225,3.5958400870581806,0.5710390399255912,0.22873968062539432,0.7646960792101762,0.09285434983402233,0.8322440284737405,0.11991186300065507,0.5994324999999999
4510.0,-19.625,99.0,10.232000000000001,10,0.466,0.48100000000000004,0.475,2.182,0.48966000000000004,40,0.36927009999999993,2.815473,0.17949,0.189725,4510.0,0.72,0.5990197132616487,0.6075,0.9372968750000001,0.9372968750000001,-0.1169811320754717,0.0,-0.2421875,0.0,0.30193548387096775,0.30193548387096775,0.48966000000000004,0.18972499999999998,0.24583024193548386,0.3957977419354839,0.2060727419354839,0.20151882812500002,0.19427891381048387,0.5091459772851563,1.870030143348463,3.5239632792159563,0.5787457856738382,0.22906627512438266,0.7680847599169751,0.102487385465197,0.8201622991128076,0.12309955788446417,0.6042022580645161
4510.5,-20.6563,97.9402,10.1513,10,0.456,0.4753,0.4703,2.1875,0.47003999999999996,40,0.3695485,2.824954,0.18194000000000002,0.19202,4510.5,0.7058693333333333,0.5547706093189961,0.586874,0.8688124999999998,0.8688124999999998,-0.1169811320754717,0.0,-0.2421875,0.0,0.2983870967741935,0.2983870967741935,0.47003999999999996,0.19202000000000002,0.24520354838709676,0.38421354838709676,0.19219354838709676,0.18679468749999995,0.19741886088709681,0.4861741296842649,1.7856573909776539,3.3852907303916324,0.5973896999544988,0.22952521638942103,0.7850024693671039,0.11481389674816828,0.8319573103929154,0.13285458283264734,0.6157864516129032
4511.0,-20.188,97.181,10.138,10,0.456,0.47200000000000003,0.467,2.195,0.43799,40,0.3688931,2.8350470000000003,0.18479,0.19492,4511.0,0.6957466666666666,0.4797213261648742,0.59624,0.75959375,0.75959375,-0.1169811320754717,0.0,-0.2421875,0.0,0.2935483870967743,0.2935483870967743,0.43799,0.19492,0.24423419354838716,0.3657691935483871,0.1708491935483871,0.16331265625,0.2024565372983871,0.4464910088946449,1.6399062010057344,3.180956947689562,0.626636625441121,0.22920437313548153,0.8110246458927034,0.13333517442604034,0.8427444282553319,0.14493729364034932,0.6342308064516129
4511.5,-19.9792,93.6787,10.1232,10,0.4363,0.4675,0.4638,2.1953,0.46388199999999996,40,0.3688427,2.835383,0.18623,0.19639,4511.5,0.6490493333333334,0.5522026881720429,0.6004160000000001,0.8359124999999998,0.8359124999999998,-0.1169811320754717,0.0,-0.2421875,0.0,0.2933548387096774,0.2933548387096774,0.46388199999999996,0.19639,0.2448724193548387,0.37861841935483864,0.18222841935483863,0.17972118749999996,0.19889723185483868,0.4746762923109836,1.7434272577141001,3.3104123156467256,0.6095561129257774,0.23078917198403737,0.7966560365240015,0.12190746181820808,0.8427404522278662,0.13935587044889666,0.6213815806451614
4512.0,-21.125,96.757,10.124,10,0.433,0.465,0.46299999999999997,2.177,0.45708999999999994,40,0.3715271,2.813678,0.18833,0.19822,4512.0,0.6900933333333334,0.4992284946236559,0.5775,0.8089687499999998,0.8089687499999998,-0.1169811320754717,0.0,-0.2421875,0.0,0.3051612903225806,0.3051612903225806,0.45708999999999994,0.19822,0.2516906451612903,0.38112564516129027,0.18290564516129026,0.17392828124999996,0.20719736391129032,0.45635417993558125,1.6761324071988994,3.3159836275701418,0.6064692373961779,0.231140979373094,0.7885214907319076,0.12659748062874068,0.8152329334271247,0.13677789645914415,0.6188743548387098
4512.5,-20.7813,103.7603,10.1365,10,0.426,0.4643,0.4647,2.1583,0.48018,40,0.3803749,2.8079680000000002,0.18819,0.19815,4512.5,0.7834706666666666,0.5285143369175629,0.584374,0.88134375,0.88134375,-0.1169811320754717,0.0,-0.2421875,0.0,0.3172258064516128,0.3172258064516128,0.48018,0.19815,0.25768790322580637,0.39870290322580637,0.20055290322580638,0.18948890625,0.20921399697580637,0.47526342225474716,1.7455837133120697,3.499110271360463,0.5812859592531984,0.23176039955864797,0.7623492713003471,0.11446196148952628,0.7855266130671955,0.12370283494102549,0.6012970967741936
4513.0,-21.563000000000002,106.68700000000001,10.164,10,0.41600000000000004,0.466,0.46799999999999997,2.15,0.47958,40,0.3809397,2.796119,0.18712,0.197325,4513.0,0.8224933333333335,0.5113781362007168,0.5687399999999999,0.8820468750000001,0.8820468750000001,-0.1169811320754717,0.0,-0.2421875,0.0,0.32258064516129037,0.32258064516129037,0.47958,0.19732499999999997,0.25995282258064517,0.4010803225806452,0.2037553225806452,0.18964007812500003,0.21144024445564516,0.47282319138673057,1.736621047429384,3.5274907208249204,0.5761419269484904,0.23107918991273504,0.7554526007648805,0.11335709468416563,0.7724297871874957,0.12016631009105985,0.5989196774193548
4513.5,-20.7188,104.4862,10.1852,10,0.4325,0.4735,0.4737,2.1628,0.511142,40,0.38051209999999996,2.815611,0.18605,0.1965,4513.5,0.7931493333333333,0.6229069892473115,0.5856239999999999,0.9832562499999999,0.9832562499999999,-0.1169811320754717,0.0,-0.2421875,0.0,0.3143225806451614,0.3143225806451614,0.511142,0.1965,0.2554112903225807,0.4127322903225807,0.21623229032258068,0.21140009375,0.2013321965725807,0.5121966434581002,1.8812348625355175,3.690376465360654,0.5580939727416087,0.23034340358487207,0.7436619376783161,0.09553320101369969,0.7774526062332031,0.10947970103788943,0.5872677096774193
4514.0,-19.938,101.35700000000001,10.216000000000001,10,0.45,0.48100000000000004,0.47700000000000004,2.177,0.50635,40,0.3690279,2.80689,0.18524000000000002,0.19577,4514.0,0.7514266666666668,0.6360618279569895,0.60124,0.9705624999999999,0.9705624999999999,-0.1169811320754717,0.0,-0.2421875,0.0,0.3051612903225806,0.3051612903225806,0.50635,0.19577,0.25046564516129033,0.40575564516129026,0.20998564516129026,0.20867093749999996,0.1970847076612903,0.5142773489129203,1.888877036084036,3.6301122855515073,0.5647592127413884,0.22915423872666443,0.7524932664275024,0.09665745329881795,0.7953704124587789,0.11405509734941341,0.5942443548387097
4514.5,-19.448,95.7037,10.2155,10,0.5057,0.4935,0.483,2.1922,0.46704300000000004,40,0.36912649999999997,2.83125,0.18754,0.19727999999999998,4514.5,0.6760493333333333,0.5552054659498212,0.61104,0.8430093750000003,0.8430093750000003,-0.1169811320754717,0.0,-0.2421875,0.0,0.2953548387096773,0.2953548387096773,0.46704300000000004,0.19727999999999996,0.24631741935483864,0.3811989193548387,0.1839189193548387,0.18124701562500006,0.19995190372983862,0.47546571205330845,1.7463266986991264,3.376440303264351,0.5936774692522516,0.2263092097242738,0.7794336951855075,0.11587226668846412,0.8123537805462475,0.1284213676530473,0.6188010806451613
4515.0,-18.563,94.99700000000001,10.283,10,0.509,0.501,0.488,2.2030000000000003,0.45136000000000004,40,0.3685604,2.846802,0.19458,0.20327,4515.0,0.6666266666666668,0.531770609318997,0.6287400000000001,0.77528125,0.77528125,-0.1169811320754717,0.0,-0.2421875,0.0,0.28838709677419333,0.28838709677419333,0.45136000000000004,0.20327000000000003,0.24582854838709667,0.3698735483870967,0.16660354838709668,0.16668546875,0.20318807963709667,0.4506552833444387,1.655201065531255,3.2642872401404635,0.6068799226423268,0.22446883043260416,0.7912546869387047,0.12597870998594002,0.8101398387767937,0.13296382810812313,0.6301264516129033
4515.5,-19.1047,94.2207,10.1255,10,0.4992,0.5075,0.4975,2.2028,0.444342,40,0.368315,2.8458069999999998,0.20215,0.21028000000000002,4515.5,0.656276,0.511903405017921,0.617906,0.73144375,0.73144375,-0.1169811320754717,0.0,-0.2421875,0.0,0.28851612903225815,0.28851612903225815,0.444342,0.21028000000000002,0.2493980645161291,0.3664290645161291,0.1561490645161291,0.15726040624999998,0.20916865826612913,0.4291701218015086,1.576288727002676,3.2354807067985387,0.6061403038713231,0.22210742451309115,0.7866203806398894,0.13098016395719608,0.785512804905424,0.13057431601693514,0.6335709354838708
4516.0,-19.938,94.87899999999999,10.107999999999999,10,0.475,0.51,0.505,2.202,0.4538,40,0.3684785,2.844992,0.20469,0.21289,4516.0,0.6650533333333332,0.53668458781362,0.60124,0.7528437499999999,0.7528437499999999,-0.1169811320754717,0.0,-0.2421875,0.0,0.28903225806451616,0.28903225806451616,0.4538,0.21289,0.2509611290322581,0.37141612903225807,0.15852612903225807,0.16186140624999998,0.2095547227822581,0.4357953077367356,1.600622214758436,3.300279877197346,0.5943472462415832,0.22075015350003113,0.7742694609294681,0.12571475975631627,0.770733125121503,0.12440130759956372,0.6285838709677419
4516.5,-20.9588,90.4185,10.0907,10,0.4838,0.5122,0.5105,2.1945,0.466908,40,0.3688867,2.834237,0.20723000000000003,0.2155,4516.5,0.6055799999999999,0.5591172043010756,0.580824,0.7856499999999998,0.7856499999999998,-0.1169811320754717,0.0,-0.2421875,0.0,0.2938709677419354,0.2938709677419354,0.466908,0.21550000000000002,0.2546854838709677,0.3803894838709677,0.16488948387096772,0.16891474999999997,0.21147473387096774,0.4440573600538802,1.6309677100943034,3.400024382685769,0.5785715872277555,0.22008254744797248,0.7572325842947449,0.11912856191015711,0.7496291496121996,0.11623629531561705,0.6196105161290323
4517.0,-22.313000000000002,87.491,10.089,10,0.493,0.513,0.513,2.1919999999999997,0.48615,40,0.36874640000000003,2.829891,0.20596,0.2148,4517.0,0.5665466666666666,0.6079077060931894,0.5537399999999999,0.8479687499999999,0.8479687499999999,-0.1169811320754717,0.0,-0.2421875,0.0,0.2954838709677421,0.2954838709677421,0.48615,0.21480000000000005,0.2551419354838711,0.3908169354838711,0.1760169354838711,0.18231328125,0.2085036542338711,0.4664927865121239,1.7133702540159963,3.5224748719746204,0.5632820440973572,0.22014016228721986,0.7436752493226424,0.10832760068547889,0.7427709920542145,0.10797420163094287,0.6091830645161289
4517.5,-22.2297,87.7195,10.1198,10,0.4972,0.5155,0.518,2.1995,0.48260200000000003,40,0.3682606,2.840433,0.19848,0.20765,4517.5,0.5695933333333333,0.6120306451612905,0.555406,0.8592249999999999,0.8592249999999999,-0.1169811320754717,0.0,-0.2421875,0.0,0.29064516129032253,0.29064516129032253,0.48260200000000003,0.20765000000000006,0.2491475806451613,0.3866235806451613,0.17897358064516128,0.18473337499999998,0.2018902056451613,0.4778119707332238,1.754944216368479,3.5022320067452273,0.5660258202027951,0.21883892934441893,0.7497833481553946,0.10515054777195626,0.7605042723821053,0.10929550988431258,0.6133764193548388
4518.0,-23.063000000000002,92.11200000000001,10.124,10,0.488,0.518,0.523,2.207,0.47871,40,0.36765690000000006,2.850632,0.19133,0.20075,4518.0,0.6281600000000002,0.6151980286738349,0.53874,0.868625,0.868625,-0.1169811320754717,0.0,-0.2421875,0.0,0.2858064516129033,0.2858064516129033,0.47871,0.20075000000000004,0.24327822580645167,0.38225822580645163,0.18150822580645162,0.186754375,0.19550385080645163,0.4885555428035684,1.7944040265508323,3.479734010837538,0.5691000544278872,0.21754317711195925,0.7561936702710467,0.10230687576387917,0.7787714884434918,0.11093743248105872,0.6177417741935484
4518.5,-22.7813,89.9827,10.1547,10,0.496,0.5245,0.536,2.2097,0.47993,40,0.36745320000000004,2.8543369999999997,0.18757000000000001,0.1973,4518.5,0.5997693333333333,0.6236191756272405,0.5443739999999999,0.8832187500000002,0.8832187500000002,-0.1169811320754717,0.0,-0.2421875,0.0,0.2840645161290321,0.2840645161290321,0.47993,0.19729999999999998,0.24068225806451604,0.38199725806451607,0.18469725806451606,0.18989203125000004,0.19210522681451603,0.4971031263735639,1.8257982428302422,3.509773984227305,0.5625019229758287,0.21487419223278417,0.7507957834664438,0.09690989940058164,0.7752483464669844,0.10625071141943793,0.6180027419354839
4519.0,-22.938000000000002,89.321,10.168,10,0.501,0.532,0.551,2.208,0.5043300000000001,40,0.367865,2.85279,0.189135,0.198935,4519.0,0.5909466666666666,0.6882284946236565,0.5412399999999999,0.9543593750000002,0.9543593750000002,-0.1169811320754717,0.0,-0.2421875,0.0,0.2851612903225805,0.2851612903225805,0.5043300000000001,0.19893499999999997,0.24204814516129022,0.3947456451612903,0.1958106451612903,0.20518726562500006,0.18955837953629023,0.5197961475703221,1.9091469003368025,3.6824205656813436,0.5386407611083093,0.21262609475386798,0.7284220125254683,0.08235415165905141,0.7505512713321308,0.09108958020362856,0.6052543548387097
4519.5,-22.188000000000002,89.8448,10.1832,10,0.4977,0.5525,0.5820000000000001,2.2098,0.487422,40,0.36757670000000003,2.854837,0.1907,0.20057,4519.5,0.5979306666666667,0.6446166666666667,0.55624,0.8964125,0.8964125,-0.1169811320754717,0.0,-0.2421875,0.0,0.284,0.284,0.487422,0.20057000000000003,0.242285,0.385711,0.18514100000000003,0.1927286875,0.19298231250000003,0.4996712240511678,1.8352305476748954,3.6339591653281724,0.5351349462586561,0.2064074352563725,0.7210251969057827,0.08537866222372636,0.7230898874246908,0.08617503606846494,0.6142889999999999
4520.0,-22.188000000000002,93.074,10.214,10,0.48100000000000004,0.575,0.612,2.209,0.49268,40,0.3677007,2.853916,0.20263,0.21295,4520.0,0.6409866666666666,0.6577311827956993,0.55624,0.8741562500000001,0.8741562500000001,-0.1169811320754717,0.0,-0.2421875,0.0,0.284516129032258,0.284516129032258,0.49268,0.21294999999999997,0.24873306451612898,0.388598064516129,0.175648064516129,0.18794359375000003,0.20065447076612897,0.4836452131690927,1.7763689936920655,3.702437436243324,0.5183634198543274,0.2014350216713532,0.6983018568299126,0.08341515626212304,0.6739860672786144,0.07396608750530703,0.611401935483871
4520.5,-22.3025,94.8012,10.2027,10,0.5058,0.6342,0.6772,2.2313,0.46935699999999997,40,0.35595659999999996,2.856559,0.21069000000000002,0.22516,4520.5,0.6640159999999999,0.6345077956989248,0.55395,0.763115625,0.763115625,-0.1169811320754717,0.0,-0.2421875,0.0,0.27012903225806445,0.27012903225806445,0.46935699999999997,0.22515999999999997,0.2476445161290322,0.3697430161290322,0.1445830161290322,0.164069859375,0.20567315675403222,0.4437402526022106,1.6298030136815682,3.5867661133204862,0.5153380039737396,0.19054262791516569,0.6851512344214898,0.08926002454453127,0.633726853100766,0.07024621869243738,0.6302569838709678
4521.0,-22.875,89.84200000000001,10.191,10,0.51,0.695,0.733,2.248,0.44738999999999995,40,0.3540697,2.877282,0.20292000000000002,0.22771,4521.0,0.5978933333333335,0.6046137992831544,0.5425,0.6864999999999998,0.6864999999999998,-0.1169811320754717,0.0,-0.2421875,0.0,0.25935483870967724,0.25935483870967724,0.44738999999999995,0.22771000000000002,0.24353241935483863,0.3533724193548386,0.1256624193548386,0.14759749999999994,0.20577491935483866,0.4176825691984468,1.534096368426905,3.4859896936955765,0.515940066288468,0.18231898946645173,0.6735592462321451,0.09041976041987465,0.6132298772350943,0.06910102533923598,0.6466275806451613
